DIST-00001 | 6.754 | 5.449 | 0.9392 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01665 | 3.771 | 2.486 | 1.0857 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01666 | 2.378 | -0.943 | 2.7291 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01667 | 2.918 | 1.206 | 1.363 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01668 | 6.558 | 4.163 | 1.9539 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01669 | 2.317 | -0.356 | 2.1416 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01670 | 2.883 | 2.649 | 0.1831 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01671 | 1.675 | -1.196 | 2.0981 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01672 | 4.225 | 1.333 | 2.6858 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01673 | 4.238 | 2.341 | 1.6436 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01674 | 7.969 | 6.238 | 1.0614 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01675 | 3.728 | 2.757 | 0.8144 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01676 | 6.641 | 4.050 | 2.1439 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01677 | 8.438 | 6.215 | 1.3831 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01678 | 3.945 | 2.337 | 1.3948 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01679 | 3.939 | 3.729 | 0.1801 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01680 | 5.982 | 3.677 | 1.962 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01681 | 2.286 | -1.109 | 2.7734 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01682 | 7.906 | 7.468 | 0.2332 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01683 | 7.549 | 4.493 | 2.3734 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01684 | 3.135 | 3.016 | 0.0948 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01685 | 5.577 | 5.161 | 0.2807 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01686 | 8.102 | 7.778 | 0.1881 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01687 | 7.682 | 7.240 | 0.2368 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01688 | 3.883 | 2.056 | 1.5746 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01689 | 3.494 | 3.588 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01690 | 3.756 | 2.931 | 0.6527 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01691 | 3.482 | 3.922 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01692 | 3.463 | 0.412 | 2.7511 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01693 | 5.072 | 4.952 | 0.1056 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01694 | 1.553 | -0.316 | 1.2689 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01695 | 4.997 | 3.025 | 1.7222 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01696 | 7.749 | 4.262 | 2.826 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01697 | 5.132 | 3.148 | 1.7044 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01698 | 6.086 | 5.675 | 0.2728 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01699 | 7.817 | 5.106 | 1.9695 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01700 | 6.275 | 2.828 | 3.2108 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01701 | 5.941 | 3.424 | 2.2077 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01702 | 3.304 | 2.027 | 1.0419 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01703 | 3.903 | 3.857 | 0.0478 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01704 | 3.733 | 2.652 | 0.8999 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01705 | 3.770 | 2.240 | 1.292 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01706 | 3.294 | 1.761 | 1.2533 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01707 | 6.638 | 7.030 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01708 | 7.010 | 5.202 | 1.3576 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01709 | 6.591 | 5.427 | 0.8302 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01710 | 4.117 | 4.219 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01711 | 5.355 | 5.746 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01712 | 3.121 | 2.155 | 0.7544 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01713 | 2.220 | 0.152 | 1.5393 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01714 | 3.629 | 3.388 | 0.2006 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01715 | 7.000 | 7.169 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01716 | 7.801 | 4.959 | 2.0897 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01717 | 6.862 | 5.307 | 1.1306 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01718 | 2.717 | 2.798 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01719 | 3.613 | 1.742 | 1.61 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01720 | 1.795 | -1.467 | 2.4583 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01721 | 5.697 | 3.486 | 1.9197 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01722 | 8.265 | 5.576 | 1.796 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01723 | 2.882 | 2.453 | 0.3338 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01724 | 3.791 | 2.305 | 1.2566 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01725 | 6.386 | 6.699 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01726 | 6.730 | 4.091 | 2.2028 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01727 | 7.734 | 5.125 | 1.8757 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01728 | 4.422 | 4.409 | 0.0259 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01729 | 1.804 | -0.714 | 1.8646 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01730 | 5.172 | 4.952 | 0.1985 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01731 | 4.016 | 0.975 | 2.8324 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01732 | 6.510 | 4.484 | 1.5999 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01733 | 6.251 | 3.965 | 1.9087 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01734 | 3.551 | 1.771 | 1.4989 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01735 | 7.454 | 6.613 | 0.5278 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01736 | 2.395 | -0.428 | 2.2479 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01737 | 3.365 | 1.259 | 1.7761 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01738 | 6.384 | 3.412 | 2.6023 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01739 | 3.398 | 3.451 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01740 | 6.237 | 6.541 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01741 | 5.436 | 2.204 | 3.0797 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01742 | 7.965 | 7.141 | 0.4547 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01743 | 3.937 | 3.509 | 0.3337 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01744 | 8.202 | 6.897 | 0.7618 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01745 | 8.218 | 5.666 | 1.6748 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01746 | 5.449 | 2.374 | 2.8985 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01747 | 6.593 | 6.313 | 0.2006 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01748 | 5.063 | 2.768 | 2.0611 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01749 | 6.257 | 6.755 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01750 | 2.903 | 3.042 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01751 | 6.321 | 3.115 | 2.8538 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01752 | 7.923 | 6.017 | 1.2399 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01753 | 4.413 | 1.609 | 2.596 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01754 | 7.761 | 7.137 | 0.3138 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01755 | 2.926 | 0.958 | 1.6228 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01756 | 5.990 | 4.536 | 1.1695 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01757 | 6.132 | 4.785 | 1.0303 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01758 | 3.750 | 4.187 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01759 | 4.470 | 4.439 | 0.0549 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01760 | 4.151 | 2.675 | 1.2718 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01761 | 4.777 | 2.817 | 1.7478 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01762 | 7.085 | 7.300 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01763 | 7.024 | 6.005 | 0.679 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01764 | 1.841 | -1.212 | 2.276 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01765 | 6.661 | 6.398 | 0.1632 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01766 | 5.198 | 5.066 | 0.0793 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01767 | 4.406 | 2.712 | 1.4985 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01768 | 6.431 | 5.141 | 0.9502 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01769 | 4.894 | 3.552 | 1.1145 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01770 | 6.512 | 5.366 | 0.837 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01771 | 3.821 | 2.308 | 1.2715 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01772 | 6.822 | 7.080 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01773 | 5.179 | 2.198 | 2.7932 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01774 | 3.469 | 1.788 | 1.4101 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01775 | 5.193 | 1.791 | 3.2879 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01776 | 3.020 | 2.479 | 0.384 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01777 | 2.516 | -0.826 | 2.7838 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01778 | 4.844 | 1.534 | 3.1998 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01779 | 6.397 | 6.811 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01780 | 5.891 | 4.172 | 1.3849 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01781 | 4.524 | 4.170 | 0.2442 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01782 | 3.710 | 3.357 | 0.2698 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01783 | 3.579 | 1.348 | 1.9119 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01784 | 3.734 | 1.709 | 1.7689 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01785 | 8.033 | 5.815 | 1.4586 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01786 | 1.514 | 0.325 | 0.7684 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01787 | 2.862 | 2.526 | 0.2423 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01788 | 5.777 | 3.196 | 2.2797 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01789 | 8.006 | 7.681 | 0.1741 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01790 | 4.046 | 0.734 | 3.1706 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01791 | 1.789 | 0.474 | 0.8837 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01792 | 2.485 | -0.734 | 2.6733 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01793 | 3.757 | 3.260 | 0.3835 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01794 | 2.881 | 0.958 | 1.5786 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01795 | 4.800 | 3.938 | 0.6919 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01796 | 8.046 | 6.501 | 0.914 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01797 | 6.461 | 6.263 | 0.1225 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01798 | 8.345 | 8.278 | 0.0154 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01799 | 5.138 | 5.478 | 0.0 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01800 | 1.952 | 1.708 | 0.1656 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01801 | 6.299 | 6.266 | 0.0593 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01802 | 5.184 | 4.197 | 0.7822 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01803 | 7.311 | 6.223 | 0.6841 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01804 | 3.660 | 1.850 | 1.5106 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01805 | 7.764 | 6.401 | 0.8051 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01806 | 1.945 | -0.619 | 1.9013 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01807 | 6.973 | 6.442 | 0.3404 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01808 | 5.872 | 5.843 | 0.0299 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01809 | 1.766 | 1.476 | 0.161 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01810 | 4.705 | 1.869 | 2.6695 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01811 | 4.338 | 3.403 | 0.7474 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01812 | 6.562 | 5.510 | 0.7486 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01813 | 2.378 | 0.888 | 1.1621 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01814 | 2.109 | -0.661 | 2.1702 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01815 | 6.671 | 4.357 | 1.8551 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01816 | 4.077 | 3.137 | 0.7433 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01817 | 2.064 | -1.320 | 2.6291 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01818 | 7.082 | 5.162 | 1.3916 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01819 | 8.367 | 7.306 | 0.5592 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01820 | 3.723 | 2.347 | 1.1207 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01821 | 4.400 | 1.158 | 3.0991 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01822 | 2.031 | -0.818 | 2.1983 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01823 | 5.030 | 4.470 | 0.426 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01824 | 6.970 | 4.782 | 1.6618 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01825 | 5.574 | 5.368 | 0.1509 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
DIST-01826 | 2.243 | 0.050 | 1.7009 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01827 | 5.365 | 2.918 | 2.1717 | ENTROPY_DRIFT_DIVERGENCE_HAZARD | TRIGGER_DYNAMIC_LOSS_WEIGHT_RESCALE | 422
DIST-01828 | 3.192 | 2.168 | 0.837 | COMPRESSION_STABLE_ALIGNED | COMMIT_STUDENT_WEIGHT_ADJUSTMENT | 200
